points,height,width,block_type,text,id,score,x_center,y_center,x_center_100x,scan,page,column
"[366, 269, 381, 269, 381, 292, 366, 292]",23,15,quadrilateral,"""",0,0.6548867225646973,373.5,280.5,37350.0,1,1,0
"[391, 269, 450, 269, 450, 292, 391, 292]",23,59,quadrilateral,THE,1,0.9694901704788208,420.5,280.5,42050.0,1,1,0
"[464, 269, 587, 270, 587, 293, 464, 292]",24,123,quadrilateral,COMMON,2,0.9875974059104919,525.5,281.0,52550.0,1,1,0
"[601, 270, 692, 270, 692, 293, 601, 293]",23,91,quadrilateral,CAUSE,3,0.9879766702651978,646.5,281.5,64650.0,1,1,0
"[692, 270, 700, 270, 700, 293, 692, 293]",23,8,quadrilateral,",",4,0.971189558506012,696.0,281.5,69600.0,1,1,0
"[700, 270, 714, 270, 714, 293, 700, 293]",23,14,quadrilateral,"""",5,0.9119997024536133,707.0,281.5,70700.0,1,1,0
"[730, 270, 889, 271, 889, 295, 730, 294]",25,159,quadrilateral,DECEMBER,6,0.9894285202026367,809.5,282.5,80950.0,1,1,0
"[899, 271, 925, 271, 925, 294, 899, 294]",23,26,quadrilateral,23,7,0.9782366752624512,912.0,282.5,91200.0,1,1,0
"[925, 271, 931, 271, 931, 294, 925, 294]",23,6,quadrilateral,",",8,0.9541422724723816,928.0,282.5,92800.0,1,1,0
"[945, 271, 992, 271, 992, 294, 945, 294]",23,47,quadrilateral,1909,9,0.9853662848472595,968.5,282.5,96850.0,1,1,0
"[993, 271, 998, 271, 998, 294, 993, 294]",23,5,quadrilateral,.,10,0.6636366248130798,995.5,282.5,99550.0,1,1,0
"[2105, 56, 2212, 62, 2209, 116, 2102, 110]",60,110,quadrilateral,Jan.,11,0.7096657156944275,2157.0,86.0,215700.0,1,1,1
"[1377, 52, 1665, 73, 1658, 179, 1369, 159]",127,296,quadrilateral,Election,12,0.5841928124427795,1517.25,115.75,151725.0,1,1,1
"[1758, 79, 2131, 106, 2123, 212, 1750, 186]",133,381,quadrilateral,Campaign,13,0.5753469467163086,1940.5,145.75,194050.0,1,1,1
"[2179, 110, 2331, 121, 2323, 227, 2171, 216]",117,160,quadrilateral,1910,14,0.6629452109336853,2251.0,168.5,225100.0,1,1,1
"[2136, 179, 2187, 184, 2182, 228, 2131, 223]",49,56,quadrilateral,A,15,0.8616169691085815,2159.0,203.5,215900.0,1,1,1
"[1775, 309, 1956, 328, 1948, 402, 1767, 384]",93,189,quadrilateral,Spare,16,0.41092050075531006,1861.5,355.75,186150.0,1,1,1
