Date,Location,Raw,Speakers,Description,Hosts,Issue date
AUGUST 11,Scarborough - Clarence Drive,Scarborough - Clarence Drive - Miss le Clere Phillips .,['Miss le Clere Phillips'],,,"AUGUST 11 , 1910"
AUGUST 11,Scarborough - West Pier,Scarborough - West Pier - Miss le Clere Phillips .,['Miss le Clere Phillips'],,,"AUGUST 11 , 1910"
AUGUST 11,Horsted Keynes,"Cuckfield and Central Sussex Horsted Keynes - Miss Verrall , Miss Duncan .","['Miss Verrall', 'Miss Duncan']",,,"AUGUST 11 , 1910"
AUGUST 11,Forres - Mechanics ' Institute,"Forres - Mechanics ' Institute - Mrs . Critchley , Miss Helen Fraser .","['Mrs . Critchley', 'Miss Helen Fraser']",,,"AUGUST 11 , 1910"
AUGUST 12,Ayton,Ayton Miss le Clere Phillips .,['Miss le Clere Phillips'],,,"AUGUST 11 , 1910"
AUGUST 12,Lossiemouth - Public Hall,"Lossiemouth - Public Hall - Miss Helen Fraser , Mrs. Ramsay MacDonald .","['Miss Helen Fraser', 'Mrs. Ramsay MacDonald']",,,"AUGUST 11 , 1910"
AUGUST 12,Lossiemouth - Public Hall,"Lossiemouth - Public Hall - Miss Helen Fraser , Provost Watt .","['Miss Helen Fraser', 'Provost Watt']",,,"AUGUST 11 , 1910"
AUGUST 13,Woking,Woking - Open - air Street Meeting - Duke T. Gugenheim .,['Duke T. Gugenheim'],,,"AUGUST 11 , 1910"
AUGUST 13,Highgate,"Highgate - Open - air Meeting - Mr . Harness , Mr. Jaffé .","['Mr . Harness', 'Mr. Jaffé']",,,"AUGUST 11 , 1910"
AUGUST 16,London - Independent Labour Party - Women's Suffrage . Gaiety Theatre Manchester,"London - Independent Labour Party - Women's Suffrage . Speaker , Mr. Gugenheim . Gaiety Theatre Manchester .",['Mr. Gugenheim'],,,"AUGUST 11 , 1910"
AUGUST 17,London Kingston Market Place,London Kingston Market Place Open - air Meeting - Mr . C. Yaldwin .,['Mr . C. Yaldwin'],,,"AUGUST 11 , 1910"
AUGUST 20,"Huddersfield - Blackrock, Linthwaite","Huddersfield - Blackrock , Linthwaite - Miss Fielden .",['Miss Fielden'],,,"AUGUST 11 , 1910"
AUGUST 20,London Highgate,London Highgate - Open - air Meeting .,,,,"AUGUST 11 , 1910"
AUGUST 21,Leeds Beeston Park,"Leeds Beeston Park - Miss I. O. Ford , Miss Fielden .","['Miss I. O. Ford', 'Miss Fielden']",,,"AUGUST 11 , 1910"
AUGUST 22,Leeds,Leeds Women's Labour League - East Ward - Miss Fielden .,['Miss Fielden'],,,"AUGUST 11 , 1910"
AUGUST 24,Adel Grange,Leeds The Misses Ford's Garden Party - Adel Grange .,,Garden Party,['The Misses Ford'],"AUGUST 11 , 1910"
AUGUST 26,London Kingston Market Place,London Kingston Market Place - Open - air Meeting - Miss Dawson .,['Miss Dawson'],,,"AUGUST 11 , 1910"
AUGUST 27,London - Windsor - Grove Road Schoolroom,London - Windsor - Grove Road Schoolroom - At Home .,,At Home,,"AUGUST 11 , 1910"
SEPTEMBER 1,Farsley,Leeds Garden Party - Farsley - Miss Fielden .,['Miss Fielden'],Garden Party,,"AUGUST 11 , 1910"
SEPTEMBER 1,London - Highgate,London - Highgate - Open - air Meeting .,,,,"AUGUST 11 , 1910"
AUGUST 29,London Enfield,London Enfield - Women's Co - operative Guild .,,,,"AUGUST 11 , 1910"
SEPTEMBER 26,London - Highgate,London - Highgate - Annual Meeting Lantern Lecture- Miss Bertha Mason .,['Miss Bertha Mason'],,,"AUGUST 11 , 1910"
